,tavg,tmin,tmax,zip,date,park
ATT Park2010-10-31T00:00:00,15.4,11.3,19.5,94102,2010-10-31T00:00:00,ATT Park
ATT Park2010-11-01T00:00:00,15.3,11.2,19.3,94102,2010-11-01T00:00:00,ATT Park
Safeco Field2010-03-01T00:00:00,7.4,3.3,11.7,98195,2010-03-01T00:00:00,Safeco Field
Safeco Field2010-03-02T00:00:00,7.6,3.3,11.8,98195,2010-03-02T00:00:00,Safeco Field
Safeco Field2010-03-03T00:00:00,7.6,3.4,11.8,98195,2010-03-03T00:00:00,Safeco Field
Safeco Field2010-03-04T00:00:00,7.7,3.5,11.9,98195,2010-03-04T00:00:00,Safeco Field
Safeco Field2010-03-05T00:00:00,7.8,3.6,12.0,98195,2010-03-05T00:00:00,Safeco Field
Safeco Field2010-03-06T00:00:00,7.9,3.6,12.1,98195,2010-03-06T00:00:00,Safeco Field
Safeco Field2010-03-07T00:00:00,7.9,3.7,12.2,98195,2010-03-07T00:00:00,Safeco Field
Safeco Field2010-03-08T00:00:00,8.0,3.8,12.3,98195,2010-03-08T00:00:00,Safeco Field
Safeco Field2010-03-09T00:00:00,8.1,3.8,12.4,98195,2010-03-09T00:00:00,Safeco Field
Safeco Field2010-03-10T00:00:00,8.2,3.9,12.5,98195,2010-03-10T00:00:00,Safeco Field
Safeco Field2010-03-11T00:00:00,8.3,4.0,12.6,98195,2010-03-11T00:00:00,Safeco Field
Safeco Field2010-03-12T00:00:00,8.3,4.1,12.7,98195,2010-03-12T00:00:00,Safeco Field
Safeco Field2010-03-13T00:00:00,8.4,4.1,12.8,98195,2010-03-13T00:00:00,Safeco Field
Safeco Field2010-03-14T00:00:00,8.5,4.2,12.8,98195,2010-03-14T00:00:00,Safeco Field
Safeco Field2010-03-15T00:00:00,8.6,4.3,12.9,98195,2010-03-15T00:00:00,Safeco Field
Safeco Field2010-03-16T00:00:00,8.7,4.3,13.1,98195,2010-03-16T00:00:00,Safeco Field
Safeco Field2010-03-17T00:00:00,8.8,4.4,13.1,98195,2010-03-17T00:00:00,Safeco Field
Safeco Field2010-03-18T00:00:00,8.8,4.4,13.2,98195,2010-03-18T00:00:00,Safeco Field
Safeco Field2010-03-19T00:00:00,8.9,4.5,13.3,98195,2010-03-19T00:00:00,Safeco Field
Safeco Field2010-03-20T00:00:00,9.0,4.6,13.4,98195,2010-03-20T00:00:00,Safeco Field
Safeco Field2010-03-21T00:00:00,9.1,4.7,13.4,98195,2010-03-21T00:00:00,Safeco Field
Safeco Field2010-03-22T00:00:00,9.1,4.7,13.6,98195,2010-03-22T00:00:00,Safeco Field
Safeco Field2010-03-23T00:00:00,9.2,4.7,13.6,98195,2010-03-23T00:00:00,Safeco Field
Safeco Field2010-03-24T00:00:00,9.3,4.8,13.7,98195,2010-03-24T00:00:00,Safeco Field
Safeco Field2010-03-25T00:00:00,9.3,4.8,13.8,98195,2010-03-25T00:00:00,Safeco Field
Safeco Field2010-03-26T00:00:00,9.4,4.9,13.9,98195,2010-03-26T00:00:00,Safeco Field
Safeco Field2010-03-27T00:00:00,9.4,4.9,13.9,98195,2010-03-27T00:00:00,Safeco Field
Safeco Field2010-03-28T00:00:00,9.5,5.0,14.0,98195,2010-03-28T00:00:00,Safeco Field
Safeco Field2010-03-29T00:00:00,9.6,5.1,14.1,98195,2010-03-29T00:00:00,Safeco Field
Safeco Field2010-03-30T00:00:00,9.6,5.1,14.2,98195,2010-03-30T00:00:00,Safeco Field
Safeco Field2010-03-31T00:00:00,9.7,5.1,14.2,98195,2010-03-31T00:00:00,Safeco Field
Safeco Field2010-04-01T00:00:00,9.7,5.2,14.3,98195,2010-04-01T00:00:00,Safeco Field
Safeco Field2010-04-02T00:00:00,9.8,5.2,14.4,98195,2010-04-02T00:00:00,Safeco Field
Safeco Field2010-04-03T00:00:00,9.8,5.3,14.4,98195,2010-04-03T00:00:00,Safeco Field
Safeco Field2010-04-04T00:00:00,9.9,5.3,14.5,98195,2010-04-04T00:00:00,Safeco Field
Safeco Field2010-04-05T00:00:00,9.9,5.3,14.6,98195,2010-04-05T00:00:00,Safeco Field
Safeco Field2010-04-06T00:00:00,10.1,5.4,14.7,98195,2010-04-06T00:00:00,Safeco Field
Safeco Field2010-04-07T00:00:00,10.1,5.4,14.7,98195,2010-04-07T00:00:00,Safeco Field
Safeco Field2010-04-08T00:00:00,10.2,5.5,14.8,98195,2010-04-08T00:00:00,Safeco Field
Safeco Field2010-04-09T00:00:00,10.2,5.6,14.9,98195,2010-04-09T00:00:00,Safeco Field
Safeco Field2010-04-10T00:00:00,10.3,5.6,14.9,98195,2010-04-10T00:00:00,Safeco Field
Safeco Field2010-04-11T00:00:00,10.3,5.7,15.1,98195,2010-04-11T00:00:00,Safeco Field
Safeco Field2010-04-12T00:00:00,10.4,5.7,15.1,98195,2010-04-12T00:00:00,Safeco Field
Safeco Field2010-04-13T00:00:00,10.5,5.8,15.2,98195,2010-04-13T00:00:00,Safeco Field
Safeco Field2010-04-14T00:00:00,10.6,5.8,15.3,98195,2010-04-14T00:00:00,Safeco Field
Safeco Field2010-04-15T00:00:00,10.6,5.9,15.4,98195,2010-04-15T00:00:00,Safeco Field
Safeco Field2010-04-16T00:00:00,10.7,5.9,15.4,98195,2010-04-16T00:00:00,Safeco Field
Safeco Field2010-04-17T00:00:00,10.8,6.1,15.6,98195,2010-04-17T00:00:00,Safeco Field
Safeco Field2010-04-18T00:00:00,10.9,6.1,15.7,98195,2010-04-18T00:00:00,Safeco Field
Safeco Field2010-04-19T00:00:00,11.0,6.2,15.7,98195,2010-04-19T00:00:00,Safeco Field
Safeco Field2010-04-20T00:00:00,11.1,6.3,15.8,98195,2010-04-20T00:00:00,Safeco Field
Safeco Field2010-04-21T00:00:00,11.2,6.4,15.9,98195,2010-04-21T00:00:00,Safeco Field
Safeco Field2010-04-22T00:00:00,11.3,6.5,16.1,98195,2010-04-22T00:00:00,Safeco Field
Safeco Field2010-04-23T00:00:00,11.4,6.6,16.2,98195,2010-04-23T00:00:00,Safeco Field
Safeco Field2010-04-24T00:00:00,11.4,6.7,16.3,98195,2010-04-24T00:00:00,Safeco Field
Safeco Field2010-04-25T00:00:00,11.6,6.8,16.4,98195,2010-04-25T00:00:00,Safeco Field
Safeco Field2010-04-26T00:00:00,11.7,6.9,16.5,98195,2010-04-26T00:00:00,Safeco Field
Safeco Field2010-04-27T00:00:00,11.8,7.0,16.6,98195,2010-04-27T00:00:00,Safeco Field
Safeco Field2010-04-28T00:00:00,11.9,7.1,16.7,98195,2010-04-28T00:00:00,Safeco Field
Safeco Field2010-04-29T00:00:00,12.1,7.2,16.8,98195,2010-04-29T00:00:00,Safeco Field
Safeco Field2010-04-30T00:00:00,12.2,7.4,16.9,98195,2010-04-30T00:00:00,Safeco Field
Safeco Field2010-05-01T00:00:00,12.3,7.5,17.1,98195,2010-05-01T00:00:00,Safeco Field
Safeco Field2010-05-02T00:00:00,12.4,7.6,17.2,98195,2010-05-02T00:00:00,Safeco Field
Safeco Field2010-05-03T00:00:00,12.5,7.7,17.3,98195,2010-05-03T00:00:00,Safeco Field
Safeco Field2010-05-04T00:00:00,12.7,7.9,17.4,98195,2010-05-04T00:00:00,Safeco Field
Safeco Field2010-05-05T00:00:00,12.8,8.0,17.6,98195,2010-05-05T00:00:00,Safeco Field
Safeco Field2010-05-06T00:00:00,12.9,8.1,17.7,98195,2010-05-06T00:00:00,Safeco Field
Safeco Field2010-05-07T00:00:00,13.1,8.3,17.8,98195,2010-05-07T00:00:00,Safeco Field
Safeco Field2010-05-08T00:00:00,13.2,8.4,17.9,98195,2010-05-08T00:00:00,Safeco Field
Safeco Field2010-05-09T00:00:00,13.3,8.6,18.1,98195,2010-05-09T00:00:00,Safeco Field
Safeco Field2010-05-10T00:00:00,13.4,8.7,18.2,98195,2010-05-10T00:00:00,Safeco Field
Safeco Field2010-05-11T00:00:00,13.6,8.8,18.3,98195,2010-05-11T00:00:00,Safeco Field
Safeco Field2010-05-12T00:00:00,13.7,8.9,18.4,98195,2010-05-12T00:00:00,Safeco Field
Safeco Field2010-05-13T00:00:00,13.8,9.1,18.5,98195,2010-05-13T00:00:00,Safeco Field
Safeco Field2010-05-14T00:00:00,13.9,9.2,18.6,98195,2010-05-14T00:00:00,Safeco Field
Safeco Field2010-05-15T00:00:00,14.0,9.3,18.7,98195,2010-05-15T00:00:00,Safeco Field
Safeco Field2010-05-16T00:00:00,14.1,9.4,18.8,98195,2010-05-16T00:00:00,Safeco Field
Safeco Field2010-05-17T00:00:00,14.3,9.6,18.9,98195,2010-05-17T00:00:00,Safeco Field
Safeco Field2010-05-18T00:00:00,14.4,9.7,19.1,98195,2010-05-18T00:00:00,Safeco Field
Safeco Field2010-05-19T00:00:00,14.5,9.8,19.2,98195,2010-05-19T00:00:00,Safeco Field
Safeco Field2010-05-20T00:00:00,14.6,9.9,19.3,98195,2010-05-20T00:00:00,Safeco Field
Safeco Field2010-05-21T00:00:00,14.7,10.0,19.4,98195,2010-05-21T00:00:00,Safeco Field
Safeco Field2010-05-22T00:00:00,14.8,10.1,19.4,98195,2010-05-22T00:00:00,Safeco Field
Safeco Field2010-05-23T00:00:00,14.9,10.2,19.6,98195,2010-05-23T00:00:00,Safeco Field
Safeco Field2010-05-24T00:00:00,15.0,10.3,19.7,98195,2010-05-24T00:00:00,Safeco Field
Safeco Field2010-05-25T00:00:00,15.1,10.4,19.7,98195,2010-05-25T00:00:00,Safeco Field
Safeco Field2010-05-26T00:00:00,15.2,10.5,19.8,98195,2010-05-26T00:00:00,Safeco Field
Safeco Field2010-05-27T00:00:00,15.2,10.6,19.9,98195,2010-05-27T00:00:00,Safeco Field
Safeco Field2010-05-28T00:00:00,15.3,10.7,20.0,98195,2010-05-28T00:00:00,Safeco Field
Safeco Field2010-05-29T00:00:00,15.4,10.7,20.1,98195,2010-05-29T00:00:00,Safeco Field
Safeco Field2010-05-30T00:00:00,15.5,10.8,20.2,98195,2010-05-30T00:00:00,Safeco Field
Safeco Field2010-05-31T00:00:00,15.6,10.9,20.2,98195,2010-05-31T00:00:00,Safeco Field
Safeco Field2010-06-01T00:00:00,15.6,10.9,20.3,98195,2010-06-01T00:00:00,Safeco Field
Safeco Field2010-06-02T00:00:00,15.7,11.0,20.4,98195,2010-06-02T00:00:00,Safeco Field
Safeco Field2010-06-03T00:00:00,15.8,11.1,20.4,98195,2010-06-03T00:00:00,Safeco Field
Safeco Field2010-06-04T00:00:00,15.8,11.2,20.6,98195,2010-06-04T00:00:00,Safeco Field
Safeco Field2010-06-05T00:00:00,15.9,11.2,20.6,98195,2010-06-05T00:00:00,Safeco Field
Safeco Field2010-06-06T00:00:00,16.0,11.3,20.7,98195,2010-06-06T00:00:00,Safeco Field
Safeco Field2010-06-07T00:00:00,16.1,11.3,20.8,98195,2010-06-07T00:00:00,Safeco Field
Safeco Field2010-06-08T00:00:00,16.1,11.4,20.8,98195,2010-06-08T00:00:00,Safeco Field
Safeco Field2010-06-09T00:00:00,16.2,11.4,20.9,98195,2010-06-09T00:00:00,Safeco Field
Safeco Field2010-06-10T00:00:00,16.3,11.5,21.0,98195,2010-06-10T00:00:00,Safeco Field
Safeco Field2010-06-11T00:00:00,16.3,11.6,21.1,98195,2010-06-11T00:00:00,Safeco Field
Safeco Field2010-06-12T00:00:00,16.4,11.6,21.2,98195,2010-06-12T00:00:00,Safeco Field
Safeco Field2010-06-13T00:00:00,16.4,11.7,21.2,98195,2010-06-13T00:00:00,Safeco Field
Safeco Field2010-06-14T00:00:00,16.5,11.7,21.3,98195,2010-06-14T00:00:00,Safeco Field
Safeco Field2010-06-15T00:00:00,16.6,11.8,21.4,98195,2010-06-15T00:00:00,Safeco Field
Safeco Field2010-06-16T00:00:00,16.7,11.8,21.5,98195,2010-06-16T00:00:00,Safeco Field
Safeco Field2010-06-17T00:00:00,16.7,11.9,21.6,98195,2010-06-17T00:00:00,Safeco Field
Safeco Field2010-06-18T00:00:00,16.8,11.9,21.7,98195,2010-06-18T00:00:00,Safeco Field
Safeco Field2010-06-19T00:00:00,16.9,12.0,21.7,98195,2010-06-19T00:00:00,Safeco Field
Safeco Field2010-06-20T00:00:00,16.9,12.1,21.8,98195,2010-06-20T00:00:00,Safeco Field
Safeco Field2010-06-21T00:00:00,17.1,12.2,21.9,98195,2010-06-21T00:00:00,Safeco Field
Safeco Field2010-06-22T00:00:00,17.1,12.2,22.1,98195,2010-06-22T00:00:00,Safeco Field
Safeco Field2010-06-23T00:00:00,17.2,12.3,22.1,98195,2010-06-23T00:00:00,Safeco Field
Safeco Field2010-06-24T00:00:00,17.3,12.3,22.2,98195,2010-06-24T00:00:00,Safeco Field
Safeco Field2010-06-25T00:00:00,17.4,12.4,22.3,98195,2010-06-25T00:00:00,Safeco Field
Safeco Field2010-06-26T00:00:00,17.4,12.4,22.4,98195,2010-06-26T00:00:00,Safeco Field
Safeco Field2010-06-27T00:00:00,17.6,12.5,22.6,98195,2010-06-27T00:00:00,Safeco Field
Safeco Field2010-06-28T00:00:00,17.6,12.6,22.7,98195,2010-06-28T00:00:00,Safeco Field
Safeco Field2010-06-29T00:00:00,17.7,12.7,22.8,98195,2010-06-29T00:00:00,Safeco Field
Safeco Field2010-06-30T00:00:00,17.8,12.7,22.9,98195,2010-06-30T00:00:00,Safeco Field
Safeco Field2010-07-01T00:00:00,17.9,12.8,23.0,98195,2010-07-01T00:00:00,Safeco Field
Safeco Field2010-07-02T00:00:00,17.9,12.8,23.1,98195,2010-07-02T00:00:00,Safeco Field
Safeco Field2010-07-03T00:00:00,18.1,12.9,23.2,98195,2010-07-03T00:00:00,Safeco Field
Safeco Field2010-07-04T00:00:00,18.2,12.9,23.3,98195,2010-07-04T00:00:00,Safeco Field
Safeco Field2010-07-05T00:00:00,18.2,13.1,23.4,98195,2010-07-05T00:00:00,Safeco Field
Safeco Field2010-07-06T00:00:00,18.3,13.1,23.6,98195,2010-07-06T00:00:00,Safeco Field
Safeco Field2010-07-07T00:00:00,18.4,13.2,23.7,98195,2010-07-07T00:00:00,Safeco Field
Safeco Field2010-07-08T00:00:00,18.5,13.2,23.8,98195,2010-07-08T00:00:00,Safeco Field
Safeco Field2010-07-09T00:00:00,18.6,13.3,23.8,98195,2010-07-09T00:00:00,Safeco Field
Safeco Field2010-07-10T00:00:00,18.7,13.3,23.9,98195,2010-07-10T00:00:00,Safeco Field
Safeco Field2010-07-11T00:00:00,18.7,13.4,24.1,98195,2010-07-11T00:00:00,Safeco Field
Safeco Field2010-07-12T00:00:00,18.8,13.5,24.2,98195,2010-07-12T00:00:00,Safeco Field
Safeco Field2010-07-13T00:00:00,18.9,13.6,24.2,98195,2010-07-13T00:00:00,Safeco Field
Safeco Field2010-07-14T00:00:00,18.9,13.6,24.3,98195,2010-07-14T00:00:00,Safeco Field
Safeco Field2010-07-15T00:00:00,19.1,13.7,24.4,98195,2010-07-15T00:00:00,Safeco Field
Safeco Field2010-07-16T00:00:00,19.1,13.7,24.5,98195,2010-07-16T00:00:00,Safeco Field
Safeco Field2010-07-17T00:00:00,19.2,13.7,24.6,98195,2010-07-17T00:00:00,Safeco Field
Safeco Field2010-07-18T00:00:00,19.2,13.8,24.7,98195,2010-07-18T00:00:00,Safeco Field
Safeco Field2010-07-19T00:00:00,19.3,13.8,24.7,98195,2010-07-19T00:00:00,Safeco Field
Safeco Field2010-07-20T00:00:00,19.3,13.9,24.8,98195,2010-07-20T00:00:00,Safeco Field
Safeco Field2010-07-21T00:00:00,19.4,13.9,24.8,98195,2010-07-21T00:00:00,Safeco Field
Safeco Field2010-07-22T00:00:00,19.4,13.9,24.9,98195,2010-07-22T00:00:00,Safeco Field
Safeco Field2010-07-23T00:00:00,19.4,14.0,24.9,98195,2010-07-23T00:00:00,Safeco Field
Safeco Field2010-07-24T00:00:00,19.5,14.0,24.9,98195,2010-07-24T00:00:00,Safeco Field
Safeco Field2010-07-25T00:00:00,19.6,14.1,25.0,98195,2010-07-25T00:00:00,Safeco Field
Safeco Field2010-07-26T00:00:00,19.6,14.1,25.1,98195,2010-07-26T00:00:00,Safeco Field
Safeco Field2010-07-27T00:00:00,19.6,14.1,25.1,98195,2010-07-27T00:00:00,Safeco Field
Safeco Field2010-07-28T00:00:00,19.6,14.1,25.1,98195,2010-07-28T00:00:00,Safeco Field
Safeco Field2010-07-29T00:00:00,19.6,14.1,25.1,98195,2010-07-29T00:00:00,Safeco Field
Safeco Field2010-07-30T00:00:00,19.6,14.2,25.1,98195,2010-07-30T00:00:00,Safeco Field
Safeco Field2010-07-31T00:00:00,19.7,14.2,25.1,98195,2010-07-31T00:00:00,Safeco Field
Safeco Field2010-08-01T00:00:00,19.7,14.2,25.1,98195,2010-08-01T00:00:00,Safeco Field
Safeco Field2010-08-02T00:00:00,19.7,14.2,25.1,98195,2010-08-02T00:00:00,Safeco Field
Safeco Field2010-08-03T00:00:00,19.7,14.2,25.1,98195,2010-08-03T00:00:00,Safeco Field
Safeco Field2010-08-04T00:00:00,19.6,14.2,25.1,98195,2010-08-04T00:00:00,Safeco Field
Safeco Field2010-08-05T00:00:00,19.6,14.2,25.1,98195,2010-08-05T00:00:00,Safeco Field
Safeco Field2010-08-06T00:00:00,19.6,14.2,25.1,98195,2010-08-06T00:00:00,Safeco Field
Safeco Field2010-08-07T00:00:00,19.6,14.2,25.1,98195,2010-08-07T00:00:00,Safeco Field
Safeco Field2010-08-08T00:00:00,19.6,14.2,25.0,98195,2010-08-08T00:00:00,Safeco Field
Safeco Field2010-08-09T00:00:00,19.6,14.2,24.9,98195,2010-08-09T00:00:00,Safeco Field
Safeco Field2010-08-10T00:00:00,19.6,14.1,24.9,98195,2010-08-10T00:00:00,Safeco Field
Safeco Field2010-08-11T00:00:00,19.5,14.1,24.9,98195,2010-08-11T00:00:00,Safeco Field
Safeco Field2010-08-12T00:00:00,19.4,14.1,24.8,98195,2010-08-12T00:00:00,Safeco Field
Safeco Field2010-08-13T00:00:00,19.4,14.1,24.8,98195,2010-08-13T00:00:00,Safeco Field
Safeco Field2010-08-14T00:00:00,19.4,14.1,24.8,98195,2010-08-14T00:00:00,Safeco Field
Safeco Field2010-08-15T00:00:00,19.4,14.0,24.7,98195,2010-08-15T00:00:00,Safeco Field
Safeco Field2010-08-16T00:00:00,19.3,14.0,24.7,98195,2010-08-16T00:00:00,Safeco Field
Safeco Field2010-08-17T00:00:00,19.3,13.9,24.6,98195,2010-08-17T00:00:00,Safeco Field
Safeco Field2010-08-18T00:00:00,19.2,13.9,24.6,98195,2010-08-18T00:00:00,Safeco Field
Safeco Field2010-08-19T00:00:00,19.2,13.9,24.5,98195,2010-08-19T00:00:00,Safeco Field
Safeco Field2010-08-20T00:00:00,19.1,13.8,24.4,98195,2010-08-20T00:00:00,Safeco Field
Safeco Field2010-08-21T00:00:00,19.1,13.8,24.4,98195,2010-08-21T00:00:00,Safeco Field
Safeco Field2010-08-22T00:00:00,19.0,13.8,24.3,98195,2010-08-22T00:00:00,Safeco Field
Safeco Field2010-08-23T00:00:00,18.9,13.7,24.2,98195,2010-08-23T00:00:00,Safeco Field
Safeco Field2010-08-24T00:00:00,18.9,13.7,24.2,98195,2010-08-24T00:00:00,Safeco Field
Safeco Field2010-08-25T00:00:00,18.8,13.6,24.1,98195,2010-08-25T00:00:00,Safeco Field
Safeco Field2010-08-26T00:00:00,18.8,13.6,24.0,98195,2010-08-26T00:00:00,Safeco Field
Safeco Field2010-08-27T00:00:00,18.7,13.5,23.9,98195,2010-08-27T00:00:00,Safeco Field
Safeco Field2010-08-28T00:00:00,18.7,13.4,23.8,98195,2010-08-28T00:00:00,Safeco Field
Safeco Field2010-08-29T00:00:00,18.6,13.4,23.8,98195,2010-08-29T00:00:00,Safeco Field
Safeco Field2010-08-30T00:00:00,18.5,13.3,23.7,98195,2010-08-30T00:00:00,Safeco Field
Safeco Field2010-08-31T00:00:00,18.4,13.2,23.6,98195,2010-08-31T00:00:00,Safeco Field
Safeco Field2010-09-01T00:00:00,18.3,13.2,23.5,98195,2010-09-01T00:00:00,Safeco Field
Safeco Field2010-09-02T00:00:00,18.2,13.1,23.4,98195,2010-09-02T00:00:00,Safeco Field
Safeco Field2010-09-03T00:00:00,18.2,13.0,23.3,98195,2010-09-03T00:00:00,Safeco Field
Safeco Field2010-09-04T00:00:00,18.1,12.9,23.2,98195,2010-09-04T00:00:00,Safeco Field
Safeco Field2010-09-05T00:00:00,18.0,12.8,23.1,98195,2010-09-05T00:00:00,Safeco Field
Safeco Field2010-09-06T00:00:00,17.9,12.8,23.0,98195,2010-09-06T00:00:00,Safeco Field
Safeco Field2010-09-07T00:00:00,17.8,12.7,22.9,98195,2010-09-07T00:00:00,Safeco Field
Safeco Field2010-09-08T00:00:00,17.7,12.6,22.8,98195,2010-09-08T00:00:00,Safeco Field
Safeco Field2010-09-09T00:00:00,17.6,12.5,22.6,98195,2010-09-09T00:00:00,Safeco Field
Safeco Field2010-09-10T00:00:00,17.4,12.4,22.5,98195,2010-09-10T00:00:00,Safeco Field
Safeco Field2010-09-11T00:00:00,17.3,12.3,22.4,98195,2010-09-11T00:00:00,Safeco Field
Safeco Field2010-09-12T00:00:00,17.2,12.2,22.2,98195,2010-09-12T00:00:00,Safeco Field
Safeco Field2010-09-13T00:00:00,17.1,12.1,22.1,98195,2010-09-13T00:00:00,Safeco Field
Safeco Field2010-09-14T00:00:00,16.9,11.9,21.9,98195,2010-09-14T00:00:00,Safeco Field
Safeco Field2010-09-15T00:00:00,16.8,11.8,21.8,98195,2010-09-15T00:00:00,Safeco Field
Safeco Field2010-09-16T00:00:00,16.7,11.7,21.7,98195,2010-09-16T00:00:00,Safeco Field
Safeco Field2010-09-17T00:00:00,16.6,11.6,21.5,98195,2010-09-17T00:00:00,Safeco Field
Safeco Field2010-09-18T00:00:00,16.4,11.5,21.3,98195,2010-09-18T00:00:00,Safeco Field
Safeco Field2010-09-19T00:00:00,16.3,11.4,21.2,98195,2010-09-19T00:00:00,Safeco Field
Safeco Field2010-09-20T00:00:00,16.1,11.3,21.0,98195,2010-09-20T00:00:00,Safeco Field
Safeco Field2010-09-21T00:00:00,15.9,11.2,20.8,98195,2010-09-21T00:00:00,Safeco Field
Safeco Field2010-09-22T00:00:00,15.8,11.0,20.6,98195,2010-09-22T00:00:00,Safeco Field
Safeco Field2010-09-23T00:00:00,15.7,10.9,20.4,98195,2010-09-23T00:00:00,Safeco Field
Safeco Field2010-09-24T00:00:00,15.5,10.8,20.2,98195,2010-09-24T00:00:00,Safeco Field
Safeco Field2010-09-25T00:00:00,15.3,10.7,20.1,98195,2010-09-25T00:00:00,Safeco Field
Safeco Field2010-09-26T00:00:00,15.2,10.5,19.8,98195,2010-09-26T00:00:00,Safeco Field
Safeco Field2010-09-27T00:00:00,15.1,10.4,19.7,98195,2010-09-27T00:00:00,Safeco Field
Safeco Field2010-09-28T00:00:00,14.9,10.3,19.4,98195,2010-09-28T00:00:00,Safeco Field
Safeco Field2010-09-29T00:00:00,14.7,10.2,19.3,98195,2010-09-29T00:00:00,Safeco Field
Safeco Field2010-09-30T00:00:00,14.6,10.0,19.1,98195,2010-09-30T00:00:00,Safeco Field
Safeco Field2010-10-01T00:00:00,14.4,9.9,18.8,98195,2010-10-01T00:00:00,Safeco Field
Safeco Field2010-10-02T00:00:00,14.2,9.8,18.7,98195,2010-10-02T00:00:00,Safeco Field
Safeco Field2010-10-03T00:00:00,14.1,9.7,18.4,98195,2010-10-03T00:00:00,Safeco Field
Safeco Field2010-10-04T00:00:00,13.9,9.5,18.2,98195,2010-10-04T00:00:00,Safeco Field
Safeco Field2010-10-05T00:00:00,13.7,9.4,18.0,98195,2010-10-05T00:00:00,Safeco Field
Safeco Field2010-10-06T00:00:00,13.6,9.3,17.8,98195,2010-10-06T00:00:00,Safeco Field
Safeco Field2010-10-07T00:00:00,13.4,9.2,17.6,98195,2010-10-07T00:00:00,Safeco Field
Safeco Field2010-10-08T00:00:00,13.2,9.1,17.4,98195,2010-10-08T00:00:00,Safeco Field
Safeco Field2010-10-09T00:00:00,13.1,8.9,17.2,98195,2010-10-09T00:00:00,Safeco Field
Safeco Field2010-10-10T00:00:00,12.9,8.8,17.0,98195,2010-10-10T00:00:00,Safeco Field
Safeco Field2010-10-11T00:00:00,12.8,8.7,16.8,98195,2010-10-11T00:00:00,Safeco Field
Safeco Field2010-10-12T00:00:00,12.6,8.6,16.6,98195,2010-10-12T00:00:00,Safeco Field
Safeco Field2010-10-13T00:00:00,12.4,8.5,16.4,98195,2010-10-13T00:00:00,Safeco Field
Safeco Field2010-10-14T00:00:00,12.3,8.4,16.2,98195,2010-10-14T00:00:00,Safeco Field
Safeco Field2010-10-15T00:00:00,12.2,8.3,16.0,98195,2010-10-15T00:00:00,Safeco Field
Safeco Field2010-10-16T00:00:00,12.0,8.2,15.8,98195,2010-10-16T00:00:00,Safeco Field
Safeco Field2010-10-17T00:00:00,11.9,8.1,15.7,98195,2010-10-17T00:00:00,Safeco Field
Safeco Field2010-10-18T00:00:00,11.7,8.0,15.4,98195,2010-10-18T00:00:00,Safeco Field
Safeco Field2010-10-19T00:00:00,11.6,7.9,15.3,98195,2010-10-19T00:00:00,Safeco Field
Safeco Field2010-10-20T00:00:00,11.4,7.8,15.1,98195,2010-10-20T00:00:00,Safeco Field
Safeco Field2010-10-21T00:00:00,11.3,7.7,14.9,98195,2010-10-21T00:00:00,Safeco Field
Safeco Field2010-10-22T00:00:00,11.2,7.6,14.8,98195,2010-10-22T00:00:00,Safeco Field
Safeco Field2010-10-23T00:00:00,11.1,7.5,14.6,98195,2010-10-23T00:00:00,Safeco Field
Safeco Field2010-10-24T00:00:00,10.9,7.4,14.4,98195,2010-10-24T00:00:00,Safeco Field
Safeco Field2010-10-25T00:00:00,10.8,7.3,14.3,98195,2010-10-25T00:00:00,Safeco Field
Safeco Field2010-10-26T00:00:00,10.7,7.2,14.1,98195,2010-10-26T00:00:00,Safeco Field
Safeco Field2010-10-27T00:00:00,10.6,7.1,14.0,98195,2010-10-27T00:00:00,Safeco Field
Safeco Field2010-10-28T00:00:00,10.4,7.0,13.8,98195,2010-10-28T00:00:00,Safeco Field
Safeco Field2010-10-29T00:00:00,10.3,6.9,13.7,98195,2010-10-29T00:00:00,Safeco Field
Safeco Field2010-10-30T00:00:00,10.2,6.8,13.6,98195,2010-10-30T00:00:00,Safeco Field
Safeco Field2010-10-31T00:00:00,10.1,6.7,13.4,98195,2010-10-31T00:00:00,Safeco Field
Safeco Field2010-11-01T00:00:00,9.9,6.6,13.3,98195,2010-11-01T00:00:00,Safeco Field
Busch Stadium2010-03-01T00:00:00,4.9,0.0,9.8,63102,2010-03-01T00:00:00,Busch Stadium
Busch Stadium2010-03-02T00:00:00,5.1,0.2,10.0,63102,2010-03-02T00:00:00,Busch Stadium
Busch Stadium2010-03-03T00:00:00,5.3,0.3,10.2,63102,2010-03-03T00:00:00,Busch Stadium
Busch Stadium2010-03-04T00:00:00,5.5,0.5,10.4,63102,2010-03-04T00:00:00,Busch Stadium
Busch Stadium2010-03-05T00:00:00,5.7,0.7,10.6,63102,2010-03-05T00:00:00,Busch Stadium
Busch Stadium2010-03-06T00:00:00,5.9,0.9,10.8,63102,2010-03-06T00:00:00,Busch Stadium
Busch Stadium2010-03-07T00:00:00,6.1,1.1,11.1,63102,2010-03-07T00:00:00,Busch Stadium
Busch Stadium2010-03-08T00:00:00,6.3,1.3,11.3,63102,2010-03-08T00:00:00,Busch Stadium
Busch Stadium2010-03-09T00:00:00,6.4,1.4,11.4,63102,2010-03-09T00:00:00,Busch Stadium
Busch Stadium2010-03-10T00:00:00,6.7,1.7,11.7,63102,2010-03-10T00:00:00,Busch Stadium
