,tavg,tmin,tmax,zip,date,park
Chase Field2010-05-02T00:00:00,25.4,18.4,32.4,85004,2010-05-02T00:00:00,Chase Field
Chase Field2010-05-03T00:00:00,25.6,18.6,32.6,85004,2010-05-03T00:00:00,Chase Field
Chase Field2010-05-04T00:00:00,25.8,18.8,32.8,85004,2010-05-04T00:00:00,Chase Field
Chase Field2010-05-05T00:00:00,25.9,18.9,32.9,85004,2010-05-05T00:00:00,Chase Field
Chase Field2010-05-06T00:00:00,26.1,19.1,33.1,85004,2010-05-06T00:00:00,Chase Field
Chase Field2010-05-07T00:00:00,26.3,19.2,33.3,85004,2010-05-07T00:00:00,Chase Field
Chase Field2010-05-08T00:00:00,26.4,19.4,33.4,85004,2010-05-08T00:00:00,Chase Field
Chase Field2010-05-09T00:00:00,26.6,19.6,33.6,85004,2010-05-09T00:00:00,Chase Field
Chase Field2010-05-10T00:00:00,26.7,19.7,33.8,85004,2010-05-10T00:00:00,Chase Field
Chase Field2010-05-11T00:00:00,26.9,19.8,33.9,85004,2010-05-11T00:00:00,Chase Field
Chase Field2010-05-12T00:00:00,27.1,20.0,34.1,85004,2010-05-12T00:00:00,Chase Field
Chase Field2010-05-13T00:00:00,27.2,20.2,34.3,85004,2010-05-13T00:00:00,Chase Field
Chase Field2010-05-14T00:00:00,27.4,20.3,34.4,85004,2010-05-14T00:00:00,Chase Field
Chase Field2010-05-15T00:00:00,27.6,20.4,34.6,85004,2010-05-15T00:00:00,Chase Field
Chase Field2010-05-16T00:00:00,27.7,20.6,34.8,85004,2010-05-16T00:00:00,Chase Field
Chase Field2010-05-17T00:00:00,27.8,20.7,34.9,85004,2010-05-17T00:00:00,Chase Field
Chase Field2010-05-18T00:00:00,28.0,20.9,35.2,85004,2010-05-18T00:00:00,Chase Field
Chase Field2010-05-19T00:00:00,28.2,21.0,35.3,85004,2010-05-19T00:00:00,Chase Field
Chase Field2010-05-20T00:00:00,28.3,21.2,35.5,85004,2010-05-20T00:00:00,Chase Field
Chase Field2010-05-21T00:00:00,28.5,21.3,35.7,85004,2010-05-21T00:00:00,Chase Field
Chase Field2010-05-22T00:00:00,28.7,21.4,35.8,85004,2010-05-22T00:00:00,Chase Field
Chase Field2010-05-23T00:00:00,28.8,21.6,36.1,85004,2010-05-23T00:00:00,Chase Field
Chase Field2010-05-24T00:00:00,28.9,21.7,36.2,85004,2010-05-24T00:00:00,Chase Field
Chase Field2010-05-25T00:00:00,29.1,21.9,36.4,85004,2010-05-25T00:00:00,Chase Field
Chase Field2010-05-26T00:00:00,29.3,22.0,36.6,85004,2010-05-26T00:00:00,Chase Field
Chase Field2010-05-27T00:00:00,29.4,22.2,36.8,85004,2010-05-27T00:00:00,Chase Field
Chase Field2010-05-28T00:00:00,29.6,22.3,36.9,85004,2010-05-28T00:00:00,Chase Field
Chase Field2010-05-29T00:00:00,29.8,22.4,37.1,85004,2010-05-29T00:00:00,Chase Field
Chase Field2010-05-30T00:00:00,29.9,22.6,37.3,85004,2010-05-30T00:00:00,Chase Field
Chase Field2010-05-31T00:00:00,30.1,22.8,37.5,85004,2010-05-31T00:00:00,Chase Field
Chase Field2010-06-01T00:00:00,30.3,22.9,37.7,85004,2010-06-01T00:00:00,Chase Field
Chase Field2010-06-02T00:00:00,30.4,23.1,37.9,85004,2010-06-02T00:00:00,Chase Field
Chase Field2010-06-03T00:00:00,30.6,23.2,38.1,85004,2010-06-03T00:00:00,Chase Field
Chase Field2010-06-04T00:00:00,30.8,23.3,38.2,85004,2010-06-04T00:00:00,Chase Field
Chase Field2010-06-05T00:00:00,30.9,23.5,38.4,85004,2010-06-05T00:00:00,Chase Field
Chase Field2010-06-06T00:00:00,31.1,23.7,38.6,85004,2010-06-06T00:00:00,Chase Field
Chase Field2010-06-07T00:00:00,31.3,23.8,38.8,85004,2010-06-07T00:00:00,Chase Field
Chase Field2010-06-08T00:00:00,31.4,24.0,38.9,85004,2010-06-08T00:00:00,Chase Field
Chase Field2010-06-09T00:00:00,31.6,24.2,39.1,85004,2010-06-09T00:00:00,Chase Field
Chase Field2010-06-10T00:00:00,31.8,24.3,39.3,85004,2010-06-10T00:00:00,Chase Field
Chase Field2010-06-11T00:00:00,31.9,24.4,39.4,85004,2010-06-11T00:00:00,Chase Field
Chase Field2010-06-12T00:00:00,32.1,24.6,39.6,85004,2010-06-12T00:00:00,Chase Field
Chase Field2010-06-13T00:00:00,32.3,24.8,39.7,85004,2010-06-13T00:00:00,Chase Field
Chase Field2010-06-14T00:00:00,32.4,24.9,39.9,85004,2010-06-14T00:00:00,Chase Field
Chase Field2010-06-15T00:00:00,32.6,25.1,40.0,85004,2010-06-15T00:00:00,Chase Field
Chase Field2010-06-16T00:00:00,32.7,25.2,40.2,85004,2010-06-16T00:00:00,Chase Field
Chase Field2010-06-17T00:00:00,32.8,25.4,40.3,85004,2010-06-17T00:00:00,Chase Field
Chase Field2010-06-18T00:00:00,33.0,25.6,40.4,85004,2010-06-18T00:00:00,Chase Field
Chase Field2010-06-19T00:00:00,33.1,25.7,40.6,85004,2010-06-19T00:00:00,Chase Field
Chase Field2010-06-20T00:00:00,33.2,25.8,40.7,85004,2010-06-20T00:00:00,Chase Field
Chase Field2010-06-21T00:00:00,33.4,26.0,40.8,85004,2010-06-21T00:00:00,Chase Field
Chase Field2010-06-22T00:00:00,33.5,26.1,40.8,85004,2010-06-22T00:00:00,Chase Field
Chase Field2010-06-23T00:00:00,33.6,26.3,40.9,85004,2010-06-23T00:00:00,Chase Field
Chase Field2010-06-24T00:00:00,33.7,26.4,41.1,85004,2010-06-24T00:00:00,Chase Field
Chase Field2010-06-25T00:00:00,33.8,26.6,41.1,85004,2010-06-25T00:00:00,Chase Field
Chase Field2010-06-26T00:00:00,33.9,26.7,41.2,85004,2010-06-26T00:00:00,Chase Field
Chase Field2010-06-27T00:00:00,34.0,26.8,41.2,85004,2010-06-27T00:00:00,Chase Field
Chase Field2010-06-28T00:00:00,34.1,26.9,41.3,85004,2010-06-28T00:00:00,Chase Field
Chase Field2010-06-29T00:00:00,34.2,27.0,41.3,85004,2010-06-29T00:00:00,Chase Field
Chase Field2010-06-30T00:00:00,34.2,27.1,41.4,85004,2010-06-30T00:00:00,Chase Field
Chase Field2010-07-01T00:00:00,34.3,27.2,41.4,85004,2010-07-01T00:00:00,Chase Field
Chase Field2010-07-02T00:00:00,34.4,27.3,41.4,85004,2010-07-02T00:00:00,Chase Field
Chase Field2010-07-03T00:00:00,34.4,27.4,41.4,85004,2010-07-03T00:00:00,Chase Field
Chase Field2010-07-04T00:00:00,34.5,27.5,41.4,85004,2010-07-04T00:00:00,Chase Field
Chase Field2010-07-05T00:00:00,34.5,27.6,41.4,85004,2010-07-05T00:00:00,Chase Field
Chase Field2010-07-06T00:00:00,34.6,27.7,41.4,85004,2010-07-06T00:00:00,Chase Field
Chase Field2010-07-07T00:00:00,34.6,27.7,41.4,85004,2010-07-07T00:00:00,Chase Field
Chase Field2010-07-08T00:00:00,34.6,27.8,41.4,85004,2010-07-08T00:00:00,Chase Field
Chase Field2010-07-09T00:00:00,34.6,27.9,41.4,85004,2010-07-09T00:00:00,Chase Field
Chase Field2010-07-10T00:00:00,34.7,27.9,41.3,85004,2010-07-10T00:00:00,Chase Field
Chase Field2010-07-11T00:00:00,34.7,28.0,41.3,85004,2010-07-11T00:00:00,Chase Field
Chase Field2010-07-12T00:00:00,34.7,28.1,41.3,85004,2010-07-12T00:00:00,Chase Field
Chase Field2010-07-13T00:00:00,34.7,28.1,41.2,85004,2010-07-13T00:00:00,Chase Field
Chase Field2010-07-14T00:00:00,34.7,28.1,41.2,85004,2010-07-14T00:00:00,Chase Field
Chase Field2010-07-15T00:00:00,34.7,28.2,41.1,85004,2010-07-15T00:00:00,Chase Field
Chase Field2010-07-16T00:00:00,34.7,28.2,41.1,85004,2010-07-16T00:00:00,Chase Field
Chase Field2010-07-17T00:00:00,34.6,28.2,41.0,85004,2010-07-17T00:00:00,Chase Field
Chase Field2010-07-18T00:00:00,34.6,28.3,40.9,85004,2010-07-18T00:00:00,Chase Field
Chase Field2010-07-19T00:00:00,34.6,28.3,40.9,85004,2010-07-19T00:00:00,Chase Field
Chase Field2010-07-20T00:00:00,34.6,28.3,40.8,85004,2010-07-20T00:00:00,Chase Field
Chase Field2010-07-21T00:00:00,34.6,28.3,40.8,85004,2010-07-21T00:00:00,Chase Field
Chase Field2010-07-22T00:00:00,34.6,28.3,40.7,85004,2010-07-22T00:00:00,Chase Field
Chase Field2010-07-23T00:00:00,34.5,28.3,40.7,85004,2010-07-23T00:00:00,Chase Field
Chase Field2010-07-24T00:00:00,34.5,28.3,40.6,85004,2010-07-24T00:00:00,Chase Field
Chase Field2010-07-25T00:00:00,34.4,28.3,40.6,85004,2010-07-25T00:00:00,Chase Field
Chase Field2010-07-26T00:00:00,34.4,28.4,40.5,85004,2010-07-26T00:00:00,Chase Field
Chase Field2010-07-27T00:00:00,34.4,28.4,40.5,85004,2010-07-27T00:00:00,Chase Field
Chase Field2010-07-28T00:00:00,34.4,28.4,40.4,85004,2010-07-28T00:00:00,Chase Field
Chase Field2010-07-29T00:00:00,34.4,28.4,40.4,85004,2010-07-29T00:00:00,Chase Field
Chase Field2010-07-30T00:00:00,34.3,28.4,40.3,85004,2010-07-30T00:00:00,Chase Field
Chase Field2010-07-31T00:00:00,34.3,28.3,40.3,85004,2010-07-31T00:00:00,Chase Field
Chase Field2010-08-01T00:00:00,34.3,28.3,40.3,85004,2010-08-01T00:00:00,Chase Field
Chase Field2010-08-02T00:00:00,34.3,28.3,40.2,85004,2010-08-02T00:00:00,Chase Field
Chase Field2010-08-03T00:00:00,34.3,28.3,40.2,85004,2010-08-03T00:00:00,Chase Field
Chase Field2010-08-04T00:00:00,34.3,28.3,40.2,85004,2010-08-04T00:00:00,Chase Field
Chase Field2010-08-05T00:00:00,34.2,28.3,40.2,85004,2010-08-05T00:00:00,Chase Field
Chase Field2010-08-06T00:00:00,34.2,28.3,40.2,85004,2010-08-06T00:00:00,Chase Field
Chase Field2010-08-07T00:00:00,34.2,28.3,40.2,85004,2010-08-07T00:00:00,Chase Field
Chase Field2010-08-08T00:00:00,34.2,28.3,40.2,85004,2010-08-08T00:00:00,Chase Field
Chase Field2010-08-09T00:00:00,34.2,28.2,40.1,85004,2010-08-09T00:00:00,Chase Field
Chase Field2010-08-10T00:00:00,34.2,28.2,40.1,85004,2010-08-10T00:00:00,Chase Field
Chase Field2010-08-11T00:00:00,34.2,28.2,40.1,85004,2010-08-11T00:00:00,Chase Field
Chase Field2010-08-12T00:00:00,34.1,28.2,40.1,85004,2010-08-12T00:00:00,Chase Field
Chase Field2010-08-13T00:00:00,34.1,28.1,40.1,85004,2010-08-13T00:00:00,Chase Field
Chase Field2010-08-14T00:00:00,34.1,28.1,40.1,85004,2010-08-14T00:00:00,Chase Field
Chase Field2010-08-15T00:00:00,34.1,28.1,40.1,85004,2010-08-15T00:00:00,Chase Field
Chase Field2010-08-16T00:00:00,34.1,28.0,40.1,85004,2010-08-16T00:00:00,Chase Field
Chase Field2010-08-17T00:00:00,34.1,27.9,40.1,85004,2010-08-17T00:00:00,Chase Field
Chase Field2010-08-18T00:00:00,34.0,27.9,40.1,85004,2010-08-18T00:00:00,Chase Field
Chase Field2010-08-19T00:00:00,34.0,27.8,40.1,85004,2010-08-19T00:00:00,Chase Field
Chase Field2010-08-20T00:00:00,33.9,27.8,40.1,85004,2010-08-20T00:00:00,Chase Field
Chase Field2010-08-21T00:00:00,33.9,27.7,40.1,85004,2010-08-21T00:00:00,Chase Field
Chase Field2010-08-22T00:00:00,33.9,27.6,40.1,85004,2010-08-22T00:00:00,Chase Field
Chase Field2010-08-23T00:00:00,33.8,27.6,40.1,85004,2010-08-23T00:00:00,Chase Field
Chase Field2010-08-24T00:00:00,33.8,27.5,40.1,85004,2010-08-24T00:00:00,Chase Field
Chase Field2010-08-25T00:00:00,33.7,27.4,40.1,85004,2010-08-25T00:00:00,Chase Field
Chase Field2010-08-26T00:00:00,33.7,27.3,40.1,85004,2010-08-26T00:00:00,Chase Field
Chase Field2010-08-27T00:00:00,33.6,27.2,40.0,85004,2010-08-27T00:00:00,Chase Field
Chase Field2010-08-28T00:00:00,33.6,27.1,40.0,85004,2010-08-28T00:00:00,Chase Field
Chase Field2010-08-29T00:00:00,33.4,27.0,39.9,85004,2010-08-29T00:00:00,Chase Field
Chase Field2010-08-30T00:00:00,33.4,26.9,39.9,85004,2010-08-30T00:00:00,Chase Field
Chase Field2010-08-31T00:00:00,33.3,26.7,39.8,85004,2010-08-31T00:00:00,Chase Field
Chase Field2010-09-01T00:00:00,33.2,26.6,39.8,85004,2010-09-01T00:00:00,Chase Field
Chase Field2010-09-02T00:00:00,33.1,26.5,39.7,85004,2010-09-02T00:00:00,Chase Field
Chase Field2010-09-03T00:00:00,33.0,26.3,39.6,85004,2010-09-03T00:00:00,Chase Field
Chase Field2010-09-04T00:00:00,32.9,26.2,39.6,85004,2010-09-04T00:00:00,Chase Field
Chase Field2010-09-05T00:00:00,32.8,26.1,39.4,85004,2010-09-05T00:00:00,Chase Field
Chase Field2010-09-06T00:00:00,32.6,25.9,39.3,85004,2010-09-06T00:00:00,Chase Field
Chase Field2010-09-07T00:00:00,32.5,25.7,39.2,85004,2010-09-07T00:00:00,Chase Field
Chase Field2010-09-08T00:00:00,32.3,25.6,39.1,85004,2010-09-08T00:00:00,Chase Field
Chase Field2010-09-09T00:00:00,32.2,25.4,39.0,85004,2010-09-09T00:00:00,Chase Field
Chase Field2010-09-10T00:00:00,32.1,25.2,38.9,85004,2010-09-10T00:00:00,Chase Field
Chase Field2010-09-11T00:00:00,31.9,25.1,38.7,85004,2010-09-11T00:00:00,Chase Field
Chase Field2010-09-12T00:00:00,31.7,24.9,38.6,85004,2010-09-12T00:00:00,Chase Field
Chase Field2010-09-13T00:00:00,31.6,24.7,38.4,85004,2010-09-13T00:00:00,Chase Field
Chase Field2010-09-14T00:00:00,31.4,24.5,38.3,85004,2010-09-14T00:00:00,Chase Field
Chase Field2010-09-15T00:00:00,31.2,24.3,38.1,85004,2010-09-15T00:00:00,Chase Field
Chase Field2010-09-16T00:00:00,31.1,24.1,37.9,85004,2010-09-16T00:00:00,Chase Field
Chase Field2010-09-17T00:00:00,30.8,23.9,37.8,85004,2010-09-17T00:00:00,Chase Field
Chase Field2010-09-18T00:00:00,30.7,23.7,37.6,85004,2010-09-18T00:00:00,Chase Field
Chase Field2010-09-19T00:00:00,30.4,23.5,37.4,85004,2010-09-19T00:00:00,Chase Field
Chase Field2010-09-20T00:00:00,30.3,23.3,37.2,85004,2010-09-20T00:00:00,Chase Field
Chase Field2010-09-21T00:00:00,30.1,23.1,37.1,85004,2010-09-21T00:00:00,Chase Field
Chase Field2010-09-22T00:00:00,29.9,22.9,36.8,85004,2010-09-22T00:00:00,Chase Field
Chase Field2010-09-23T00:00:00,29.7,22.7,36.6,85004,2010-09-23T00:00:00,Chase Field
Chase Field2010-09-24T00:00:00,29.4,22.5,36.4,85004,2010-09-24T00:00:00,Chase Field
Chase Field2010-09-25T00:00:00,29.3,22.3,36.2,85004,2010-09-25T00:00:00,Chase Field
Chase Field2010-09-26T00:00:00,29.1,22.1,36.0,85004,2010-09-26T00:00:00,Chase Field
Chase Field2010-09-27T00:00:00,28.8,21.9,35.8,85004,2010-09-27T00:00:00,Chase Field
Chase Field2010-09-28T00:00:00,28.6,21.7,35.6,85004,2010-09-28T00:00:00,Chase Field
Chase Field2010-09-29T00:00:00,28.4,21.5,35.4,85004,2010-09-29T00:00:00,Chase Field
Chase Field2010-09-30T00:00:00,28.2,21.3,35.2,85004,2010-09-30T00:00:00,Chase Field
Chase Field2010-10-01T00:00:00,28.0,21.1,34.9,85004,2010-10-01T00:00:00,Chase Field
Chase Field2010-10-02T00:00:00,27.8,20.9,34.8,85004,2010-10-02T00:00:00,Chase Field
Chase Field2010-10-03T00:00:00,27.6,20.7,34.6,85004,2010-10-03T00:00:00,Chase Field
Chase Field2010-10-04T00:00:00,27.4,20.4,34.3,85004,2010-10-04T00:00:00,Chase Field
Chase Field2010-10-05T00:00:00,27.2,20.3,34.1,85004,2010-10-05T00:00:00,Chase Field
Chase Field2010-10-06T00:00:00,27.0,20.1,33.9,85004,2010-10-06T00:00:00,Chase Field
Chase Field2010-10-07T00:00:00,26.8,19.9,33.7,85004,2010-10-07T00:00:00,Chase Field
Chase Field2010-10-08T00:00:00,26.6,19.7,33.5,85004,2010-10-08T00:00:00,Chase Field
Chase Field2010-10-09T00:00:00,26.4,19.4,33.3,85004,2010-10-09T00:00:00,Chase Field
Chase Field2010-10-10T00:00:00,26.2,19.3,33.1,85004,2010-10-10T00:00:00,Chase Field
Chase Field2010-10-11T00:00:00,25.9,19.1,32.9,85004,2010-10-11T00:00:00,Chase Field
Chase Field2010-10-12T00:00:00,25.8,18.9,32.7,85004,2010-10-12T00:00:00,Chase Field
Chase Field2010-10-13T00:00:00,25.6,18.7,32.4,85004,2010-10-13T00:00:00,Chase Field
Chase Field2010-10-14T00:00:00,25.3,18.4,32.3,85004,2010-10-14T00:00:00,Chase Field
Chase Field2010-10-15T00:00:00,25.2,18.3,32.1,85004,2010-10-15T00:00:00,Chase Field
Chase Field2010-10-16T00:00:00,24.9,18.1,31.8,85004,2010-10-16T00:00:00,Chase Field
Chase Field2010-10-17T00:00:00,24.7,17.8,31.7,85004,2010-10-17T00:00:00,Chase Field
Chase Field2010-10-18T00:00:00,24.6,17.7,31.4,85004,2010-10-18T00:00:00,Chase Field
Chase Field2010-10-19T00:00:00,24.3,17.4,31.2,85004,2010-10-19T00:00:00,Chase Field
Chase Field2010-10-20T00:00:00,24.1,17.2,31.0,85004,2010-10-20T00:00:00,Chase Field
Chase Field2010-10-21T00:00:00,23.9,17.0,30.8,85004,2010-10-21T00:00:00,Chase Field
Chase Field2010-10-22T00:00:00,23.7,16.8,30.6,85004,2010-10-22T00:00:00,Chase Field
Chase Field2010-10-23T00:00:00,23.5,16.6,30.4,85004,2010-10-23T00:00:00,Chase Field
Chase Field2010-10-24T00:00:00,23.3,16.3,30.2,85004,2010-10-24T00:00:00,Chase Field
Chase Field2010-10-25T00:00:00,23.1,16.1,29.9,85004,2010-10-25T00:00:00,Chase Field
Chase Field2010-10-26T00:00:00,22.8,15.9,29.7,85004,2010-10-26T00:00:00,Chase Field
Chase Field2010-10-27T00:00:00,22.6,15.7,29.5,85004,2010-10-27T00:00:00,Chase Field
Chase Field2010-10-28T00:00:00,22.4,15.4,29.3,85004,2010-10-28T00:00:00,Chase Field
Chase Field2010-10-29T00:00:00,22.2,15.2,29.1,85004,2010-10-29T00:00:00,Chase Field
Chase Field2010-10-30T00:00:00,21.9,15.0,28.8,85004,2010-10-30T00:00:00,Chase Field
Chase Field2010-10-31T00:00:00,21.7,14.7,28.6,85004,2010-10-31T00:00:00,Chase Field
Chase Field2010-11-01T00:00:00,21.4,14.5,28.4,85004,2010-11-01T00:00:00,Chase Field
SunTrust Park2010-03-01T00:00:00,9.1,2.1,16.0,30082,2010-03-01T00:00:00,SunTrust Park
SunTrust Park2010-03-02T00:00:00,9.2,2.2,16.2,30082,2010-03-02T00:00:00,SunTrust Park
SunTrust Park2010-03-03T00:00:00,9.3,2.3,16.3,30082,2010-03-03T00:00:00,SunTrust Park
SunTrust Park2010-03-04T00:00:00,9.5,2.4,16.5,30082,2010-03-04T00:00:00,SunTrust Park
SunTrust Park2010-03-05T00:00:00,9.6,2.6,16.7,30082,2010-03-05T00:00:00,SunTrust Park
SunTrust Park2010-03-06T00:00:00,9.7,2.7,16.8,30082,2010-03-06T00:00:00,SunTrust Park
SunTrust Park2010-03-07T00:00:00,9.9,2.7,17.0,30082,2010-03-07T00:00:00,SunTrust Park
SunTrust Park2010-03-08T00:00:00,10.0,2.8,17.2,30082,2010-03-08T00:00:00,SunTrust Park
SunTrust Park2010-03-09T00:00:00,10.2,2.9,17.3,30082,2010-03-09T00:00:00,SunTrust Park
SunTrust Park2010-03-10T00:00:00,10.3,3.1,17.5,30082,2010-03-10T00:00:00,SunTrust Park
SunTrust Park2010-03-11T00:00:00,10.4,3.2,17.7,30082,2010-03-11T00:00:00,SunTrust Park
SunTrust Park2010-03-12T00:00:00,10.6,3.3,17.8,30082,2010-03-12T00:00:00,SunTrust Park
SunTrust Park2010-03-13T00:00:00,10.7,3.4,18.0,30082,2010-03-13T00:00:00,SunTrust Park
SunTrust Park2010-03-14T00:00:00,10.8,3.5,18.2,30082,2010-03-14T00:00:00,SunTrust Park
SunTrust Park2010-03-15T00:00:00,10.9,3.6,18.3,30082,2010-03-15T00:00:00,SunTrust Park
SunTrust Park2010-03-16T00:00:00,11.1,3.7,18.5,30082,2010-03-16T00:00:00,SunTrust Park
SunTrust Park2010-03-17T00:00:00,11.2,3.8,18.6,30082,2010-03-17T00:00:00,SunTrust Park
SunTrust Park2010-03-18T00:00:00,11.3,3.9,18.8,30082,2010-03-18T00:00:00,SunTrust Park
SunTrust Park2010-03-19T00:00:00,11.5,4.1,18.9,30082,2010-03-19T00:00:00,SunTrust Park
SunTrust Park2010-03-20T00:00:00,11.6,4.2,19.1,30082,2010-03-20T00:00:00,SunTrust Park
SunTrust Park2010-03-21T00:00:00,11.8,4.3,19.2,30082,2010-03-21T00:00:00,SunTrust Park
SunTrust Park2010-03-22T00:00:00,11.9,4.4,19.3,30082,2010-03-22T00:00:00,SunTrust Park
SunTrust Park2010-03-23T00:00:00,12.0,4.6,19.5,30082,2010-03-23T00:00:00,SunTrust Park
SunTrust Park2010-03-24T00:00:00,12.2,4.7,19.6,30082,2010-03-24T00:00:00,SunTrust Park
SunTrust Park2010-03-25T00:00:00,12.3,4.8,19.7,30082,2010-03-25T00:00:00,SunTrust Park
SunTrust Park2010-03-26T00:00:00,12.4,4.9,19.9,30082,2010-03-26T00:00:00,SunTrust Park
SunTrust Park2010-03-27T00:00:00,12.6,5.1,20.0,30082,2010-03-27T00:00:00,SunTrust Park
SunTrust Park2010-03-28T00:00:00,12.7,5.2,20.1,30082,2010-03-28T00:00:00,SunTrust Park
SunTrust Park2010-03-29T00:00:00,12.8,5.4,20.2,30082,2010-03-29T00:00:00,SunTrust Park
SunTrust Park2010-03-30T00:00:00,12.9,5.5,20.4,30082,2010-03-30T00:00:00,SunTrust Park
SunTrust Park2010-03-31T00:00:00,13.1,5.7,20.5,30082,2010-03-31T00:00:00,SunTrust Park
SunTrust Park2010-04-01T00:00:00,13.2,5.8,20.6,30082,2010-04-01T00:00:00,SunTrust Park
SunTrust Park2010-04-02T00:00:00,13.3,5.9,20.7,30082,2010-04-02T00:00:00,SunTrust Park
SunTrust Park2010-04-03T00:00:00,13.5,6.1,20.8,30082,2010-04-03T00:00:00,SunTrust Park
SunTrust Park2010-04-04T00:00:00,13.6,6.3,20.9,30082,2010-04-04T00:00:00,SunTrust Park
SunTrust Park2010-04-05T00:00:00,13.7,6.4,21.1,30082,2010-04-05T00:00:00,SunTrust Park
SunTrust Park2010-04-06T00:00:00,13.9,6.6,21.2,30082,2010-04-06T00:00:00,SunTrust Park
SunTrust Park2010-04-07T00:00:00,14.0,6.8,21.3,30082,2010-04-07T00:00:00,SunTrust Park
SunTrust Park2010-04-08T00:00:00,14.2,6.9,21.4,30082,2010-04-08T00:00:00,SunTrust Park
SunTrust Park2010-04-09T00:00:00,14.3,7.1,21.4,30082,2010-04-09T00:00:00,SunTrust Park
SunTrust Park2010-04-10T00:00:00,14.4,7.3,21.6,30082,2010-04-10T00:00:00,SunTrust Park
SunTrust Park2010-04-11T00:00:00,14.6,7.4,21.7,30082,2010-04-11T00:00:00,SunTrust Park
SunTrust Park2010-04-12T00:00:00,14.7,7.6,21.8,30082,2010-04-12T00:00:00,SunTrust Park
SunTrust Park2010-04-13T00:00:00,14.8,7.8,21.9,30082,2010-04-13T00:00:00,SunTrust Park
SunTrust Park2010-04-14T00:00:00,14.9,8.0,21.9,30082,2010-04-14T00:00:00,SunTrust Park
SunTrust Park2010-04-15T00:00:00,15.1,8.2,22.1,30082,2010-04-15T00:00:00,SunTrust Park
SunTrust Park2010-04-16T00:00:00,15.2,8.3,22.2,30082,2010-04-16T00:00:00,SunTrust Park
SunTrust Park2010-04-17T00:00:00,15.4,8.5,22.2,30082,2010-04-17T00:00:00,SunTrust Park
SunTrust Park2010-04-18T00:00:00,15.5,8.7,22.3,30082,2010-04-18T00:00:00,SunTrust Park
SunTrust Park2010-04-19T00:00:00,15.7,8.9,22.4,30082,2010-04-19T00:00:00,SunTrust Park
SunTrust Park2010-04-20T00:00:00,15.8,9.1,22.5,30082,2010-04-20T00:00:00,SunTrust Park
SunTrust Park2010-04-21T00:00:00,15.9,9.2,22.6,30082,2010-04-21T00:00:00,SunTrust Park
SunTrust Park2010-04-22T00:00:00,16.1,9.4,22.7,30082,2010-04-22T00:00:00,SunTrust Park
SunTrust Park2010-04-23T00:00:00,16.2,9.6,22.8,30082,2010-04-23T00:00:00,SunTrust Park
SunTrust Park2010-04-24T00:00:00,16.3,9.8,22.8,30082,2010-04-24T00:00:00,SunTrust Park
SunTrust Park2010-04-25T00:00:00,16.4,9.9,22.9,30082,2010-04-25T00:00:00,SunTrust Park
SunTrust Park2010-04-26T00:00:00,16.6,10.2,23.0,30082,2010-04-26T00:00:00,SunTrust Park
SunTrust Park2010-04-27T00:00:00,16.7,10.3,23.1,30082,2010-04-27T00:00:00,SunTrust Park
SunTrust Park2010-04-28T00:00:00,16.8,10.5,23.2,30082,2010-04-28T00:00:00,SunTrust Park
SunTrust Park2010-04-29T00:00:00,16.9,10.7,23.3,30082,2010-04-29T00:00:00,SunTrust Park
SunTrust Park2010-04-30T00:00:00,17.1,10.8,23.3,30082,2010-04-30T00:00:00,SunTrust Park
SunTrust Park2010-05-01T00:00:00,17.2,11.0,23.4,30082,2010-05-01T00:00:00,SunTrust Park
SunTrust Park2010-05-02T00:00:00,17.3,11.2,23.5,30082,2010-05-02T00:00:00,SunTrust Park
SunTrust Park2010-05-03T00:00:00,17.5,11.4,23.6,30082,2010-05-03T00:00:00,SunTrust Park
SunTrust Park2010-05-04T00:00:00,17.6,11.6,23.7,30082,2010-05-04T00:00:00,SunTrust Park
SunTrust Park2010-05-05T00:00:00,17.7,11.7,23.7,30082,2010-05-05T00:00:00,SunTrust Park
SunTrust Park2010-05-06T00:00:00,17.8,11.9,23.8,30082,2010-05-06T00:00:00,SunTrust Park
SunTrust Park2010-05-07T00:00:00,18.0,12.1,23.9,30082,2010-05-07T00:00:00,SunTrust Park
SunTrust Park2010-05-08T00:00:00,18.1,12.2,23.9,30082,2010-05-08T00:00:00,SunTrust Park
SunTrust Park2010-05-09T00:00:00,18.2,12.4,24.1,30082,2010-05-09T00:00:00,SunTrust Park
SunTrust Park2010-05-10T00:00:00,18.3,12.6,24.1,30082,2010-05-10T00:00:00,SunTrust Park
SunTrust Park2010-05-11T00:00:00,18.4,12.7,24.2,30082,2010-05-11T00:00:00,SunTrust Park
SunTrust Park2010-05-12T00:00:00,18.6,12.9,24.3,30082,2010-05-12T00:00:00,SunTrust Park
SunTrust Park2010-05-13T00:00:00,18.7,13.1,24.4,30082,2010-05-13T00:00:00,SunTrust Park
SunTrust Park2010-05-14T00:00:00,18.8,13.2,24.4,30082,2010-05-14T00:00:00,SunTrust Park
SunTrust Park2010-05-15T00:00:00,18.9,13.4,24.6,30082,2010-05-15T00:00:00,SunTrust Park
SunTrust Park2010-05-16T00:00:00,19.1,13.6,24.6,30082,2010-05-16T00:00:00,SunTrust Park
SunTrust Park2010-05-17T00:00:00,19.2,13.7,24.7,30082,2010-05-17T00:00:00,SunTrust Park
